word,pos,rules
समुन्नति,,"15,22"
समूह,NN,"18,22,15,31"
समूहीकरण,,
समेट्,VF,"1,41"
समेत,PPG,
समेना,NN,"18,22,15"
समेलो,NN,"15,22"
समोसा,NN,"18,22,15"
सम्झ,VF,"8,45,45"
सम्झना,,"18,22,15"
सम्झाउनी,,"15,22"
सम्झौता,NN,"18,22,15"
सम्झौतापत्र,,"18,22,15"
सम्ठ,,"8,45"
सम्धिनी,,"18,22,15"
सम्धी,NN,"18,22,15"
सम्पत्ति,NN,"15,22"
सम्पदा,NN,"18,22,15"
सम्पर्क,NN,"15,22"
सम्पर्कअधिकृत,,"18,22,15"
सम्पात,,"15,22"
सम्पाति,,"15,22"
सम्पादक,,"18,22,15,34"
सम्पादकीय,,
सम्पादन,NN,"15,22,34"
सम्पुट,,"15,22"
सम्पुष्‍टि,NN,"15,22"
सम्पूर्णता,,
सम्पोषण,,"15,22"
सम्प्रति,,
सम्प्रदाय,NN,"15,22"
सम्प्रेषण,NN,"15,22,34"
सम्बत,NN,"15,22"
सम्बन्ध,NN,"18,22,15"
सम्बन्धन,,"15,22"
सम्बल,,"15,22"
सम्बृद्धि,,"15,22"
सम्बोधन,NN,"15,22,34"
सम्भरण,,"15,22"
सम्भार,NN,"15,22"
सम्भावना,NN,"18,22,15"
सम्भाव्यता,,
सम्भाषण,,"15,22"
सम्भोग,NN,"15,22"
सम्भ्रम,,"15,22"
सम्मति,NN,"15,22"
सम्मान,NN,"15,22"
सम्मि,VF,"8,43"
सम्मेलन,NN,"18,22,15"
सम्मोह,NN,"15,22"
सम्म्याउ,VF,"9,42"
सम्राट,NN,"18,22,15"
सम्ल्ह,VF,"8,45"
सम्वर्द्धन,NN,"15,22"
सम्वाद,NN,"15,22"
सम्वाददाता,,"15,22"
सम्वोधन,NN,"18,22,15"
सम्हार,NN,"15,22"
सम्‍प्राप्‍ति,,"15,22"
सम्‍म,PPG,"15,22"
सम्‍म्‍याइ,,"15,22"
सय,NUMC,"15,22"
सयताल,,"15,22"
सयपत्री,,"15,22"
सयल,NN,"15,22"
सर,,"15,22"
सरकार,NN,"18,22,15"
सरक्क,,
सरगम,NN,"15,22"
सरजमिन,NN,"15,22"
सरजिमी,,"18,22,15"
सरजु,NP,"18,22,15"
सरण,NN,"15,22"
सरणि,,"15,22"
सरणी,,"15,22"
सरताप्रे,NN,"15,22"
सरदार,NN,"18,22,15"
सरपञ्च,,"15,22"
सरपोस,,"15,22"
सरम,NN,"15,22"
सरर्र,,
सरल,ADJ,"31,37"
सरलीकरण,,
सरसफाइ,,"15,22"
सरसर,,
सरसरी,,
सरसल्लाह,,"18,22,15"
सरसामान,,"15,22"
सरस्वती,NN,"18,22,15"
सरहद,,"15,22"
सराइ,,"15,22,8,43"
सराघौँ,NN,"15,22"
सराङ,,"15,22"
सराङकोट,NP,"18,22,15"
सराद्ध,NN,"15,22"
सराप,,"15,22"
सराप्,"NN,VF","1,41"
सराब,NN,"15,22"
सराबरी,ADJ,"15,22"
सराय,,"15,22"
सरासर,,
सरासरी,,
सराहना,NN,"15,22"
सरि,,"8,43"
सरित,,"15,22"
सरिता,NP,"18,22,15"
सरिफा,NN,"15,22"
सरिशृप,,"18,22,15"
सरी,,
सरीबरी,,
सरुभक्त,NP,"18,22,15"
सरेक,,"15,22"
सरेस,,"15,22"
सरो,,"15,22"
सरोकार,NN,"15,22"
सरोज,NP,"18,22,15"
सरोद,NP,"15,22"
सरौटो,,"15,22"
सरौतो,NN,"15,22"
सरौलो,NN,"15,22"
सर्,VF,"1,41,105"
सर्क,VF,"8,45"
सर्कल,NN,"18,22,15"
सर्कस,NN,"18,22,15"
सर्काइ,,"8,43"
सर्कार,,
सर्को,NN,"15,22"
सर्ग,NN,"18,22,15"
सर्जक,NN,"15,22"
सर्जन,NN,"18,22,15"
सर्जरी,NN,"15,22"
सर्जाम,NN,"18,22,15"
सर्टिफिकेट,NN,"18,22,15"
सर्त,NN,"18,22,15"
सर्दाम,NN,"18,22,15"
सर्दार,NN,"15,22"
सर्दु,,"15,22"
सर्प,NN,"15,22"
सर्पट,,"15,22"
सर्बत,NN,"15,22"
सर्भर,,"15,22"
सर्भे,NN,"15,22"
सर्म,NN,"15,22"
सर्माइ,,"8,43"
सर्र,,
सर्रसर्र,,
सर्लाही,NP,"15,22"
सर्वत:,,
सर्वतोभावेन,,
सर्वत्र,NN,
सर्वथा,NN,
सर्वदा,NN,
सर्वदिशा,,"15,22"
सर्वनाम,,"18,22,15"
सर्वनाश,,"15,22"
सर्वप्रथम,,
सर्वश्री,,"18,22,15"
सर्वसाधारण,,"18,22,15"
सर्वस्व,NN,"15,22"
सर्वाङ्ग,NN,"15,22"
सर्वे,NN,"15,22"
सर्वेक्षण,NN,"15,22"
सर्वेश,,"15,22"
सर्वेश्‍वर,,"15,22"
सर्वोच्च,ADJD,33
सर्वोच्चता,,
सर्वोपरि,,
सर्सराउ,VF,"9,42"
सर्सिउँ,NN,"15,22"
सर्स्‍यूँ,,"15,22"
सर्‍याइ,,"15,22"
सल,NN,"15,22"
सलक्क,,
सलगम,NN,"18,22,15"
सलतनत,,"15,22"
सलबल,,
सलमा,,"18,22,15"
सलवार,NN,"18,22,15"
सलसल,,
सलसलती,,
सलसली,,
सलह,NN,"15,22"
सलाई,NN,"15,22"
सलाद,NN,"15,22"
सलाम,NN,"15,22"
सलामी,,"18,22,15"
सलिफा,NN,"18,22,15"
सलिल,,"15,22"
सलीमा,,"15,22"
सलेगम,,"18,22,15"
सलेदो,NN,"15,22"
सल्क,VF,"8,45"
सल्याकसुलुक,,
सल्याङबल्याङ,,
सल्याङसुलुङ,,
सल्यान,NP,"15,22"
सल्ल,,
सल्लाघारी,,"18,22,15"
सल्लाह,NN,"15,22"
सल्लाहकार,,"18,22,15"
सल्ली,,"15,22"
सल्लेझार,,"15,22"
सल्लेनी,,"15,22"
सल्लेरी,NP,"15,22"
सल्लो,NN,"15,22"
सल्‍ल्यान,,"15,22"
सवाई,NN,"15,22"
सवार,NN,"18,22,15"
सवारी,,"18,22,15"
सवारीसाधन,,"18,22,15"
सवाल,NN,"18,22,15"
सविता,NP,"18,22,15"
सविनय,,
सविस्तार,,
सव्य,ADJ,
सशक्तीकरण,,
सष्टासट,,
सस,,"15,22"
ससल्को,,"15,22"
ससीम,,"15,22"
ससुरा,,"15,22"
ससुराल,,"15,22"
ससुराली,,"18,22,15"
ससुरो,NN,"15,22"
सस्य,,"15,22"
सह,NN,"8,45"
सह-सेनानी,,"18,22,15"
सहकारी,NN,"18,22,15"
सहकार्य,,"18,22,15"
सहकाल,,"15,22"
सहगमन,,"15,22"
सहगान,,"15,22"
सहज,ADJ,"15,22,33"
सहजकर्ता,,"15,22"
सहजता,,
सहजाइ,,"8,43"
सहजाउ,VF,"9,42"
सहजि,,"8,43"
सहदेव,,"18,22,15"
सहन,NN,"15,22,34"
सहभागि,ADJ,
सहभागिता,,"15,22"
सहभोज,,"15,22"
सहभोजन,,"15,22"
सहमति,NN,"18,22,15"
सहमतिपत्र,,"18,22,15"
सहमरण,,"15,22"
सहमहामन्त्री,,"18,22,15"
सहयात्री,,"18,22,15"
सहयोग,NN,"15,22"
सहर्ष,NN,"15,22"
सहलह,,"15,22"
सहवरण,NN,"15,22"
सहवास,NN,"15,22"
सहवीर,,"18,22,15"
सहशिक्षा,,"15,22"
सहसचिव,,"18,22,15"
सहसम्बन्ध,,"18,22,15"
सहसा,,
सहसेनानी,,"18,22,15"
सहस्र,ADJ,"15,22"
सहस्राब्दी,,"15,22"
सहानुभूति,,"18,22,15"
सहाय,NN,"15,22,32"
सहायक,,"15,22"
सहायता,NN,
सहारा,NN,"15,22"
सहि,,"8,43"
सहिष्णु,ADJ,33
सहिष्णुता,,
सहुलियत,NN,"15,22"
सहृदय,,"15,22"
सहेली,NN,"18,22,15"
सहोक्‍ति,,"15,22"
सहोडा,,"15,22"
सह्यार्,VF,"1,41"
सह्राउ,VF,"9,42"
सह्‍यार,,"15,22"
साँखु,NP,"15,22"
साँखुलो,ADJ,"15,22"
साँगु,NN,
साँगे,,"15,22"
साँघी,NN,"15,22"
साँघु,NN,"15,22"
साँघुरो,ADJ,"15,22"
साँचि,,"8,43"
साँचो,NN,"15,22"
साँच्,VF,"1,41"
साँच्चै,,
साँच्चो,ADJ,
साँझ,NN,"15,22"
साँठगाँठ,,"15,22"
साँढ,NN,"15,22"
साँढी,,"15,22"
साँढे,,"18,22,15"
साँध,NN,"15,22"
साँधसुँध,,"15,22"
साँधी,,"15,22"
साँध्,VF,"1,41"
साँप्रो,NN,"15,22"
साँप्लो,NN,"15,22"
साँबी,NN,"15,22"
साँवल,NN,"15,22"
साँवा,NN,"15,22"
साइकल,NN,"18,22,15"
साइज,,"15,22"
साइट,,"15,22"
साइटिन,,"15,22"
साइड,,"15,22"
साइत,NN,"15,22"
साइन,,"15,22"
साइनबोर्ड,,"18,22,15"
साइनु,,"15,22"
साइनो,NN,"18,22,15"
साइन्स,,"15,22"
साइपाटो,NN,"15,22"
साइबर,NN,"18,22,15"
साउ,,"9,42"
साउँ,VF,"15,22"
साउती,NN,"15,22"
साउथ,,"15,22"
साउन,NN,"15,22"
साकेत,,"15,22"
साकेवा,NN,"18,22,15"
साक्षर,NN,"18,22,15,33"
साक्षरता,,
साक्षात्,NN,
साक्षी,NN,"18,22,15"
साखी,,"15,22"
साखु,,"15,22"
साग,NN,"15,22"
सागपात,,"18,22,15"
सागर,NN,"15,22"
सागा,,"15,22"
साग्रह,,
साङ्केतिकता,,
साङ्गे,NN,"15,22"
साङ्ला,,"18,22,15"
साङ्ली,,"15,22"
साङ्लो,NN,"15,22"
साङ्‌ग्रिला,NN,"15,22"
साची,,"15,22"
साज,NN,"15,22"
साटन,NN,"15,22"
साटफेर,,"15,22"
साटासाट,,"15,22"
साटो,NN,"15,22"
साट्,VF,"1,41"
साठी,NUMC,"15,22"
साडी,NN,"18,22,15"
साडो,,"15,22"
साढु,NN,"18,22,15"
सात,NUMC,"15,22"
सातदोबाटो,,"15,22"
साता,,"15,22"
सातु,NN,"15,22"
सातो,NN,"15,22"
सातोपुग्लो,,"15,22"
साथ,NN,"15,22"
साथी,,"18,22,15"
सादगी,,"15,22"
सादर,ADJ,
सादापाठ,,"18,22,15"
सादृश्य,,"15,22"
साधक,NN,"18,22,15"
साधन,NN,"15,22,34,35"
साधना,,"18,22,15"
साधारण,NN,
साधारणसभा,,"18,22,15"
साधु,NN,"18,22,15"
साधुसन्त,,"18,22,15"
साध्,VF,"1,41"
साध्या,NP,"15,22"
साध्वी,NP,"18,22,15"
सान,NN,"15,22"
सानदार,,"15,22"
साना,,"18,22,15"
सानीमा,NN,"18,22,15"
सानुनय,,
सानो,ADJ,14
सानोठिमी,,"15,22"
सान्ती,NP,
सान्निध्य,ADJ,"15,22"
सान्‍त्‍वना,NN,"18,22,15"
सापक,,"15,22"
सापकोटा,NP,"15,22"
सापट,NN,"15,22"
सापटी,,"15,22"
सापेक्ष,ADJ,
सापेक्षता,,"15,22"
सापो,NN,"15,22"
सापोनापो,,
साप्,VF,"1,41"
साफ,ADJ,"15,22"
साफल्य,,"15,22"
साफा,,"15,22"
साफी,NN,"15,22"
साफ्टा,,"15,22"
साबुदाना,NN,"15,22"
साबुन,NN,"15,22"
साबेल,NN,"15,22"
साभार,NN,
साभिलाष,,
साम,NN,"15,22"
सामग्री,NN,"18,22,15"
सामञ्जस्य,NN,"15,22"
सामदान,,"15,22"
सामना,NN,"15,22"
सामन्त,NN,"18,22,15"
सामन्तवाद,,"15,22"
सामर्थ्य,ADJ,"15,22"
सामल,NN,"15,22"
सामवेद,NP,"15,22"
सामसुम,,
सामसुम्म,,
सामा,,"15,22"
सामाखुसी,NP,"15,22"
सामान,NN,"18,22,15"
सामियाना,NN,"15,22"
सामिल,NN,"15,22"
सामी,NN,"15,22"
सामीप्य,NN,"15,22"
सामु,ADV,
सामुन्ने,,
सामुसामु,,
सामेल,NN,"15,22"
साम्ब,,"15,22"
साम्मे,ADV,"15,22"
साम्य,ADJ,"15,22"
साम्यवाद,,"15,22"
साम्राज्य,NN,"15,22"
साम्राज्यवाद,,"15,22"
सायद,CCON,
सायम,,"15,22"
सायमी,NP,"18,22,15"
सायम्,,
सायर,NN,"15,22"
साया,NN,"15,22"
सायास,,
सायुज्य,,"15,22"
सार,ADJ,"15,22"
सारङ्ग,NN,"15,22"
सारङ्गी,,"18,22,15"
सारणी,NN,"15,22"
सारतत्त्‍व,,"15,22"
सारथि,NN,"15,22"
सारनी,NN,"15,22"
सारफेर,,"15,22"
सारस,NN,"18,22,15"
सारसुर,,"15,22"
सारसोर,,"15,22"
सारस्वर,,"15,22"
सारांश,NN,"15,22"
सारिका,NN,"15,22"
सारिणी,NN,"18,22,15"
सारी,NN,"18,22,15"
सारुँ,NN,"15,22"
सारुप्य,,"15,22"
सारौँ,,"18,22,15"
सार्,VF,"1,41"
सार्क,,"15,22"
सार्की,NN,"18,22,15"
सार्थक,ADJ,33
सार्थकता,,
सार्थवाह,,"15,22"
सार्वभौमसत्ता,,"15,22"
सार्वभौमिकता,,
साल,NN,"15,22"
सालक,NN,"18,22,15"
सालघारी,,"18,22,15"
सालतमाम,,"15,22"
सालधूप,,"15,22"
सालनाल,,"15,22"
सालबसाल,,
सालसुल,,"15,22"
सालाखाला,,"15,22"
सालाना,ADJ,
सालिक,NN,"18,22,15"
सालिन्दा,ADJ,
सालिम्बो,,"15,22"
साली,,"18,22,15"
साले,,"15,22"
सालो,NN,"15,22"
साल्बू,,"15,22"
साल्मी,,"18,22,15"
साल्मे,,"15,22"
सावकाश,,
सावगास,,"15,22"
सावधान,NN,"15,22"
सावधानी,,"15,22"
सावरी,NN,"15,22"
सावा,,"15,22"
सावाँ,NN,"15,22"
सावित्री,NP,"18,22,15"
सास,NN,"15,22"
सासना,,"15,22"
सासु,NN,"15,22"
सास्ती,NN,"15,22"
साहचर्य,,"15,22"
साहब,NN,"15,22"
साहरूख,,"18,22,15"
साहस,NN,"15,22,39"
साहा,NP,"15,22"
साहित्य,NN,"15,22,39"
साहित्यकार,,"18,22,15"
साहित्यस्रोत,,"15,22"
साही,,"15,22"
साहु,NN,"18,22,15"
साहुनी,,"18,22,15"
साहेब,NN,"18,22,15"
सिँक्क,,
सिँक्कसिँक्क,,
सिँगडा,NN,"15,22"
सिँगाउरी,NN,"15,22"
सिँगान,NN,"15,22"
सिँगार,,"15,22"
सिँगारी,,"15,22"
सिँगारु,,"15,22"
सिँगार्,VF,"1,41"
सिँङार,,"8,45"
सिँचाइ,,"8,43"
सिँच्,VF,"1,41"
सिँढी,NN,"15,22"
सिँदुर,NN,"15,22"
सिँधिया,,"15,22"
सिँधुली,NP,"15,22"
सिँबी,,"15,22"
सिँवाली,,"15,22"
सिंह,NN,"18,22,15"
सिंहदरबार,,"15,22"
सिंहल,,"15,22"
सिंहावलोकन,,"15,22"
सिंहासन,NN,"15,22"
सिउ,VF,"9,42"
सिउँडी,NN,"15,22"
सिउँडे,,"15,22"
सिउँदो,NN,"18,22,15"
सिउर,NN,"15,22"
सिउरी,VF,"18,22,15"
सिउसिउ,,
सिकन्जा,NN,"15,22"
सिकर्मी,NN,"18,22,15"
सिकसिक,,
सिकाइ,,"8,43"
सिकायत,NN,"18,22,15"
सिकार,NN,"15,22"
सिकारी,,"18,22,15"
सिकुटी,NN,"15,22"
सिको,,"15,22"
सिक्,VF,"1,41,82"
सिक्का,NN,"18,22,15"
सिक्किम,NP,"15,22"
सिक्री,NN,"15,22"
सिख,NP,"15,22"
सिखल,,"15,22"
सिगार,NN,"15,22"
सिङ,NN,"15,22"
सिङपासो,,"18,22,15"
सिङ्गापुर,NP,"15,22"
सिङ्गी,,"15,22"
सिङ्गुलै,,
सिङ्गो,ADJ,14
सिजि,,"8,43"
सिजिया,,"15,22"
सिञ्चन,NN,"15,22"
सिञ्‍जा,NP,"15,22"
सिट,NN,"15,22"
सिटामोल,NN,"15,22"
सिटि,,"8,43"
सिटी,NN,"15,22"
सिटे,,"15,22"
सिटो,NN,"15,22"
सिटौला,NP,"18,22,15"
सिट्,VF,"1,41"
सिट्ठी,,"18,22,15"
सिठी,,"15,22"
सिठुवा,,"15,22"
सिठो,NN,"15,22"
सिडि,NN,"15,22"
सित,PPG,
सितन,NN,"15,22"
सितमणि,NP,"15,22"
सितार,NN,"15,22"
सितारा,,"15,22"
सितिमिति,,
सितो,NN,"15,22"
सित्तैँ,NN,
सिदा,NN,"15,22"
सिद्ध,NN,"15,22,32"
सिद्धान्त,NN,"18,22,15"
सिद्धार्थ,NP,"15,22"
सिद्धार्थनगर,NP,"15,22"
सिद्धासन,,"15,22"
सिद्धि,,"8,43"
सिद्धिचरण,,"18,22,15"
सिद्रो,NN,"15,22"
सिधा,NN,"15,22"
सिधार्,VF,"1,41"
सिधिया,,"15,22"
सिधेनुन,NN,"15,22"
सिध्रा,,"15,22"
सिध्रो,NN,"15,22"
सिनेकला,,"15,22"
सिनेट,,"15,22"
सिनेटर,,"18,22,15"
सिनेमा,NN,"18,22,15"
सिनो,NN,"15,22"
सिन्की,NN,"15,22"
सिन्को,NN,"18,22,15"
सिन्कौली,NN,"15,22"
सिन्डिकेट,NN,"18,22,15"
सिन्दुर,NN,"15,22"
सिन्धु,NP,"15,22"
सिन्धुपाल्चोक,NP,"15,22"
सिन्धुली,NP,"15,22"
सिपाही,NN,"18,22,15"
सिपी,,"15,22"
सिप्रिक्क,,
सिप्रिङ,,"15,22"
सिफारिस,NN,"18,22,15"
सिभिल,,"15,22"
सिम,NN,"15,22"
सिमकोट,NP,"15,22"
सिमन्टी,NN,"15,22"
सिमल,NN,"15,22"
सिमलतरुल,,"15,22"
सिमसार,NN,"15,22"
सिमसिम,,
सिमाना,NN,"18,22,15"
सिमाली,NN,"15,22"
सिमी,NN,"15,22"
सिमेन्ट,NN,"15,22"
सिम्टा,NN,"15,22"
सिम्रिक,NN,"15,22"
सिम्रौनगढ,NP,"15,22"
सियाँल,,"15,22"
सियो,NN,"15,22"
सिरक,NN,"15,22"
सिरप,NN,"15,22"
सिरपाइ,NN,"18,22,15"
सिरहा,,"15,22"
सिरा,NN,"15,22"
सिरान,NN,"18,22,15"
सिरानी,,"18,22,15"
सिराहा,NP,"15,22"
सिरि,,"15,22"
सिरिङ्ङ,,
सिरिज,,"18,22,15"
सिरियल,,"18,22,15"
सिरिया,,"15,22"
सिरिस,NN,"15,22"
सिरु,NN,"15,22"
सिरेटो,NN,"15,22"
सिरोभरो,,"15,22"
सिरौँला,NN,"15,22"
सिर्क,VF,"15,22"
सिर्का,,"18,22,15"
सिर्को,NN,"15,22"
सिर्जना,NN,"18,22,15"
सिर्तो,,"15,22"
सिर्फ,NN,
सिर्र,,
सिल,NN,"15,22"
सिलगढी,NP,"15,22"
सिलवाल,NP,"18,22,15"
सिलसा,,"15,22"
सिलसिला,,"18,22,15"
सिलाइ,,
सिलाजित,NN,"15,22"
सिलाबर,NN,"15,22"
सिलाम,NN,"15,22"
सिलिक,NN,"15,22"
सिलिगुडी,NP,"15,22"
सिलिङ,NN,"15,22"
सिलिङबिलिङ,,
सिलिन्डर,NN,"18,22,15"
सिली,,"15,22"
सिलीबिली,,
सिलेट,NN,"15,22"
सिलेभर,NN,"15,22"
सिलो,NN,"15,22"
सिलोक,NN,"18,22,15"
सिलोट,NN,"18,22,15"
सिलौटो,NN,"18,22,15"
सिल्ड,,"15,22"
सिल्बर,NN,"15,22"
सिल्ली,ADJ,"15,22"
सिवलिङ,,"15,22"
सिवाकोटी,NP,"18,22,15"
सिविन,,"15,22"
सिसा,NN,"15,22"
सिसार,NN,"15,22"
सिसी,NN,"18,22,15"
सिसौ,NN,"15,22"
सिस्टम,NN,"15,22"
सिस्टर,,"18,22,15"
सिस्नु,NN,"15,22"
सिस्नेरी,NP,"15,22"
सीँसीँ,,
सीडी,,"18,22,15"
सीडीओ,,"18,22,15"
सीता,NP,"18,22,15"
सीतापाइला,,"15,22"
सीताराम,,"18,22,15"
सीताहरण,,"15,22"
सीधा,ADJ,"15,22"
सीप,NN,"15,22"
सीपी,,"15,22"
सीमा,NN,"18,22,15"
सीमाक्षेत्र,,"18,22,15"
सीमाना,,"18,22,15"
सीमास्तम्भ,,"18,22,15"
सीस,NN,"15,22"
सीसा,,"15,22"
सुँक्क,,
सुँक्कसुँक्क,,
सुँगुर,NN,"18,22,15"
सुँघ्,VF,"1,41"
सुअवसर,,"15,22"
सुइँक,,"8,45"
सुइँकुच्चा,,"15,22"
सुइँको,NN,"15,22"
सुइँक्क,,
सुइँठि,VF,"8,43"
सुइँय्य,,
सुइत्त,,
सुइय्य,,
सुइरो,NN,"15,22"
सुई,NN,"15,22"
सुकला,NN,"15,22"
सुकसुक,,
सुका,,"15,22"
सुकाल,,"15,22"
सुकी,,"15,22"
सुकुटी,NN,"15,22"
सुकुन्डो,NN,"15,22"
सुकुमेल,NN,"15,22"
सुकुम्वासी,NN,"18,22,15"
सुकुल,NN,"18,22,15"
सुको,NN,
सुक्,VF,"1,41"
सुक्ति,,
सुक्‍ति,NN,"15,22"
सुख,NN,"15,22"
सुखानी,NP,"15,22"
सुगत,,"15,22"
सुगति,,"15,22"
सुगा,NN,"18,22,15"
सुग्रीव,NP,"18,22,15"
सुजन,NP,"15,22"
सुजाक,,"15,22"
सुजाता,NP,"18,22,15"
सुजी,NN,"15,22"
सुजेरो,,"15,22"
सुझाउ,VF,"9,42"
सुझाव,NN,"18,22,15"
सुझ्,VF,"8,45"
सुट,NN,"15,22"
सुटिङ,NN,"15,22"
सुटुक्क,,
सुट्ट,,
सुठुनी,NN,"15,22"
सुठो,NN,"15,22"
सुडान,NP,"15,22"
सुतरी,,"15,22"
सुता,NN,"15,22"
सुताइ,,"8,43"
सुती,NN,"15,22"
सुत्,VF,"1,41"
सुत्केरी,NN,"18,22,15"
सुत्त,NN,
सुत्लो,,"15,22"
सुदर्शन,NP,"18,22,15"
सुदि,,"15,22"
सुदिन,,"18,22,15"
सुदी,NN,"15,22"
सुदूरपश्चिमाञ्चल,,"15,22"
सुदृढीकरण,,
सुद्धि,"NN,VF","8,43"
सुद्धी,,"15,22"
सुधार,VF,"15,22"
सुधार्,,"1,41"
सुधीर,NP,"18,22,15"
सुध्र,VF,"8,45"
सुन,NN,"15,22,51"
सुनकोशी,,"15,22"
सुनखानी,,"18,22,15"
सुनचाँदी,,"15,22"
सुनसरी,NP,"15,22"
सुनसान,NN,"15,22"
सुनाखरी,,"15,22"
सुनाम,,"15,22"
सुनामी,NN,"15,22"
सुनार,NN,"15,22"
सुनि,,"8,43"
सुनील,NP,"15,22"
सुनुवाइ,,"18,22,15"
सुनुवार,NP,"18,22,15"
सुनौली,NP,"15,22"
सुन्,VF,"1,41"
सुन्तला,NN,"18,22,15"
सुन्ना,NN,"15,22"
सुन्नि,,"8,43"
सुन्नी,,"18,22,15"
सुप,NN,"18,22,15"
सुपरस्क्रिप्ट,,"15,22"
सुपरिटेन्डेन्ट,,"18,22,15"
सुपरिवेक्षण,,"15,22"
सुपर्णी,,"18,22,15"
सुपसुप,,
सुपारी,NN,"15,22"
सुपुक्क,,
सुपुत्र,,"18,22,15"
सुपुर्द,,"15,22"
सुपुसुपु,,
सुप्प,,
सुप्रुक्क,,
सुप्लुक्क,,
सुप्‍लो,NN,"15,22"
सुफल,,"15,22"
सुफी,,"15,22"
सुबानी,,"15,22"
सुबिस्ता,NN,"15,22"
सुबोध,NP,"18,22,15"
सुबोल,,"15,22"
सुब्बा,NP,"18,22,15"
सुब्बासाहेब,,"18,22,15"
सुभद्रा,NP,"18,22,15"
सुभाष,NP,"18,22,15"
सुभाषित,,"15,22"
सुभिक्षा,,"18,22,15"
सुभ्,,"1,41"
सुमति,,"15,22"
सुमन,,"15,22"
सुमन्त्र,,"15,22"
सुमर्,VF,"1,41"
सुमसुम,,
सुमित्रा,NP,"18,22,15"
सुमेरु,NP,"15,22"
सुम्ठ्याउ,VF,"9,42"
सुम्प,VF,"8,45"
सुम्लि,VF,"8,43"
सुम्लो,NN,"18,22,15"
सुयोधन,,"15,22"
सुर,NN,"15,22"
सुरक्षा,,"15,22"
सुरक्षाकर्मी,,"18,22,15"
सुरक्षानिकाय,,"18,22,15"
सुरक्षाफौज,,"18,22,15"
सुरक्षाबल,,"15,22"
सुरक्षास्तर,,"15,22"
सुरक्षास्रोत,,"18,22,15"
सुरत,NN,"15,22"
सुरभि,ADJ,"18,22,15"
सुरसा,,"18,22,15"
सुरसार,,"15,22"
सुरसुर,,
सुरसुरती,,
सुरा,NN,"15,22"
सुराक,NN,"15,22"
सुराग,,"15,22"
सुराही,NN,"18,22,15"
सुरि,VF,"8,43"
सुरी,,"15,22"
सुरु,NN,"15,22"
सुरुआत,,"15,22"
सुरुक्क,,
सुरुङ,NN,"18,22,15"
सुरुवा,NN,"15,22"
सुरुसुरु,,
सुरेन्द्र,NP,"15,22"
सुर्क,VF,"8,45"
सुर्खेत,NP,"15,22"
सुर्ती,NN,"15,22"
सुर्र,VF,
सुल,NN,"15,22"
सुलतान,NP,"18,22,15"
सुलसुल,,
सुलसुलती,,
सुलह,,"15,22"
सुलि,,"8,43"
सुली,NN,"15,22"
सुलुक्क,,
सुलुत्त,,
सुलेख,,"15,22"
सुलोचना,NP,"18,22,15"
सुलोचनी,,"18,22,15"
सुल्,VF,"1,41"
सुल्क,NN,"8,45"
सुल्ट,VF,"8,45"
सुल्फा,NN,"18,22,15"
सुल्याउ,VF,"9,42"
सुल्ल,,
सुवर्ण,,"15,22"
सुवाल,,"15,22"
सुविधा,NN,"15,22"
सुविस्ता,NN,"15,22"
सुवेदार,NN,"18,22,15"
सुव्यवस्था,,"15,22"
सुशासन,,"15,22"
सुशीला,NP,"15,22"
सुश्री,NN,"15,22"
सुषमालोचन,,"15,22"
सुष्ठु,,
सुसेल,,"15,22"
सुसेलो,,"15,22"
सुसेल्,VF,"1,41"
सुस्केरा,NN,"18,22,15"
सुस्तसुस्त,,
सुस्ती,ADVM,"15,22"
सुस्वर,,"15,22,32"
सुस्वास्थ्य,,"15,22"
सूक्‍ति,NN,"18,22,15"
सूचना,NN,"18,22,15"
सूचनाप्रविधि,,"15,22"
सूची,NN,"15,22"
सूचीकार,NN,"18,22,15"
सूत्र,NN,"18,22,15"
सूत्रपट्टी,,"15,22"
सूत्रपात,,"15,22"
सूर्य,NN,"15,22"
सूर्यदत्त,NP,"15,22"
सूर्यनाथ,NP,"15,22"
सूर्यप्रसाद,NP,"18,22,15"
सूर्योदय,,"15,22"
सूली,NN,"15,22"
सृजन,NN,"15,22,36"
सृजनशीलता,,
सृजना,,"18,22,15"
सृजामाता,,"15,22"
सृष्‍टि,NN,"15,22"
सेकेन्ड,NN,"18,22,15"
सेक्टर,,"15,22"
सेक्युरिटिज,,"15,22"
सेक्युरिटी,,"18,22,15"
सेक्रेटरी,,"18,22,15"
सेक्स,,"15,22"
सेक्सन,,"15,22"
सेखी,NN,"15,22"
सेचन,NN,"15,22"
सेट,NN,"15,22"
सेड,,"15,22"
सेतु,NN,"15,22"
सेन,NP,"15,22"
सेना,NN,"18,22,15"
सेनाध्यक्ष,,"18,22,15"
सेनानी,,"18,22,15"
सेनापति,,"18,22,15"
सेन्ट,,"15,22"
सेन्टअप,,"15,22"
सेन्टर,,"18,22,15"
सेन्सर,,"15,22"
सेन्सरसिप,,"15,22"
सेप,NN,"15,22"
सेप्टेम्बर,NP,"15,22"
सेबइ,NN,"15,22"
सेमिनार,NN,"18,22,15"
सेमिफाइनल,NN,"15,22"
सेयर,NN,"15,22"
सेयरधनी,,"18,22,15"
सेयरबजार,,"18,22,15"
सेर,NN,"18,22,15"
सेरबानी,NN,"18,22,15"
सेरा,,"15,22"
